Suburb,Rooms,Type,Price,Postcode,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_max
Abbotsford,1,u,457000.0,3067.0,1.0,0.0,50.0,,-37.8078,144.9965,3067.0,247.0,111.29554655870446,336.0
Abbotsford,2,h,1135000.0,3067.0,2.0,98.0,128.0,1920.0,-37.8005,144.9952,3067.0,247.0,111.29554655870446,336.0
Abbotsford,4,h,1542000.0,3067.0,1.0,0.0,,,-37.7994,144.9965,3067.0,247.0,111.29554655870446,336.0
Abbotsford,3,h,1290000.0,3067.0,2.0,147.0,18.0,,-37.805,144.9943,3067.0,247.0,111.29554655870446,336.0
Abbotsford,3,h,1290000.0,3067.0,1.0,168.0,124.0,1950.0,-37.8007,144.9958,3067.0,247.0,111.29554655870446,336.0
Abbotsford,1,u,470000.0,3067.0,1.0,0.0,50.0,2013.0,-37.8055,144.9961,3067.0,247.0,111.29554655870446,336.0
Abbotsford,2,h,1180000.0,3067.0,0.0,162.0,91.0,1900.0,-37.8016,144.9956,3067.0,247.0,111.29554655870446,336.0
Abbotsford,3,h,1195000.0,3067.0,1.0,120.0,128.0,1998.0,-37.8022,144.9954,3067.0,247.0,111.29554655870446,336.0
Abbotsford,2,h,1012500.0,3067.0,0.0,182.0,82.0,1900.0,-37.8021,144.9976,3067.0,247.0,111.29554655870446,336.0
Abbotsford,2,h,1030000.0,3067.0,1.0,172.0,81.0,1930.0,-37.8086,144.9946,3067.0,247.0,111.29554655870446,336.0
Airport West,3,t,840000.0,3042.0,1.0,303.0,225.0,2016.0,-37.718,144.878,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,730000.0,3042.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,770000.0,3042.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3042.0,35.0,81.57142857142857,264.0
Airport West,2,h,603000.0,3042.0,1.0,272.0,84.0,1950.0,-37.7294,144.888,3042.0,35.0,81.57142857142857,264.0
Airport West,3,t,700000.0,3042.0,2.0,239.0,134.0,2009.0,-37.7218,144.8837,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,600000.0,3042.0,1.0,290.0,116.0,1980.0,-37.7273,144.8744,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,500000.0,3042.0,1.0,168.0,86.0,2011.0,-37.7215,144.8864,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,720000.0,3042.0,1.0,620.0,,,-37.7173,144.8872,3042.0,35.0,81.57142857142857,264.0
Airport West,4,h,785000.0,3042.0,2.0,597.0,127.0,,-37.7259,144.8792,3042.0,35.0,81.57142857142857,264.0
Airport West,2,t,450000.0,3042.0,1.0,110.0,90.0,2015.0,-37.7216,144.871,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,515000.0,3042.0,1.0,141.0,73.0,2013.0,-37.7298,144.8883,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,530000.0,3042.0,1.0,120.0,94.0,2012.0,-37.7234,144.8792,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,805000.0,3042.0,1.0,0.0,105.0,1950.0,-37.7217,144.8783,3042.0,35.0,81.57142857142857,264.0
Airport West,3,u,752000.0,3042.0,1.0,265.0,130.0,1993.0,-37.7302,144.8855,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,440000.0,3042.0,1.0,192.0,,,-37.7177,144.8787,3042.0,35.0,81.57142857142857,264.0
Airport West,3,t,700000.0,3042.0,2.0,165.0,133.0,2009.0,-37.727,144.887,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,830000.0,3042.0,2.0,971.0,113.0,1960.0,-37.7186,144.876,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,462500.0,3042.0,1.0,164.0,,2003.0,-37.7218,144.8863,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,670000.0,3042.0,2.0,657.0,,,-37.7269,144.8742,3042.0,35.0,81.57142857142857,264.0
Airport West,2,h,675000.0,3042.0,1.0,612.0,100.0,1975.0,-37.7187,144.8765,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,910000.0,3042.0,1.0,775.0,,,-37.7231,144.8835,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,810000.0,3042.0,2.0,555.0,192.0,1980.0,-37.7285,144.8694,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,715000.0,3042.0,2.0,422.0,126.0,1995.0,-37.7164,144.8792,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,790000.0,3042.0,3.0,614.0,,,-37.7194,144.8827,3042.0,35.0,81.57142857142857,264.0
Airport West,3,t,540000.0,3042.0,1.0,161.0,101.0,2010.0,-37.7231,144.8802,3042.0,35.0,81.57142857142857,264.0
Airport West,3,t,825000.0,3042.0,1.0,293.0,102.0,1960.0,-37.72,144.8776,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,685000.0,3042.0,1.0,579.0,113.0,1975.0,-37.7226,144.8733,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,805000.0,3042.0,1.0,623.0,,,-37.7184,144.882,3042.0,35.0,81.57142857142857,264.0
Airport West,2,u,510000.0,3042.0,1.0,141.0,76.0,,-37.7202,144.8797,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,612000.0,3042.0,1.0,212.0,,,-37.7181,144.8824,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,662000.0,3042.0,2.0,612.0,,,-37.7169,144.8815,3042.0,35.0,81.57142857142857,264.0
Airport West,4,h,978000.0,3042.0,2.0,532.0,,,-37.7263,144.869,3042.0,35.0,81.57142857142857,264.0
Airport West,3,h,720000.0,3042.0,1.0,585.0,,,-37.72,144.878,3042.0,35.0,81.57142857142857,264.0
Airport West,4,h,765000.0,3042.0,2.0,509.0,,,-37.7261,144.8785,3042.0,35.0,81.57142857142857,264.0
Airport West,4,h,900000.0,3042.0,3.0,628.0,146.0,1975.0,-37.7256,144.8739,3042.0,35.0,81.57142857142857,264.0
Albert Park,2,h,1275000.0,3206.0,0.0,120.0,82.0,1900.0,-37.8459,144.9555,3206.0,100.0,162.06,350.0
Albert Park,2,h,1455000.0,3206.0,0.0,159.0,,,-37.845,144.9538,3206.0,100.0,162.06,350.0
Albert Park,3,h,1850000.0,3206.0,0.0,128.0,133.0,1890.0,-37.8452,144.9488,3206.0,100.0,162.06,350.0
Albert Park,2,h,1436000.0,3206.0,0.0,130.0,81.0,1900.0,-37.8431,144.9565,3206.0,100.0,162.06,350.0
Albert Park,2,h,1110000.0,3206.0,0.0,147.0,,1900.0,-37.8444,144.9484,3206.0,100.0,162.06,350.0
Albert Park,2,h,1550000.0,3206.0,1.0,167.0,,,-37.8405,144.9521,3206.0,100.0,162.06,350.0
Albert Park,3,t,1550000.0,3206.0,2.0,718.0,,,-37.8443,144.9598,3206.0,100.0,162.06,350.0
Albert Park,3,h,1800000.0,3206.0,1.0,132.0,159.0,1996.0,-37.8415,144.952,3206.0,100.0,162.06,350.0
Albert Park,2,h,2120000.0,3206.0,1.0,199.0,107.0,1900.0,-37.8422,144.9554,3206.0,100.0,162.06,350.0
Albert Park,3,h,1800000.0,3206.0,1.0,253.0,,,-37.8443,144.9579,3206.0,100.0,162.06,350.0
Albert Park,3,h,1800000.0,3206.0,1.0,90.0,122.0,1900.0,-37.8421,144.9571,3206.0,100.0,162.06,350.0
Albert Park,2,h,1810000.0,3206.0,0.0,240.0,,,-37.8379,144.9539,3206.0,100.0,162.06,350.0
Albert Park,3,h,1300000.0,3206.0,0.0,129.0,,,-37.8422,144.94899999999996,3206.0,100.0,162.06,350.0
Albert Park,3,h,1370000.0,3206.0,2.0,0.0,85.0,2000.0,-37.8451,144.9511,3206.0,100.0,162.06,350.0
Albert Park,2,h,1000000.0,3206.0,0.0,288.0,,,-37.8407,144.9523,3206.0,100.0,162.06,350.0
Albert Park,2,h,1322500.0,3206.0,0.0,149.0,98.0,1890.0,-37.8443,144.9481,3206.0,100.0,162.06,350.0
Albert Park,2,h,1562500.0,3206.0,0.0,141.0,83.0,1890.0,-37.8424,144.9562,3206.0,100.0,162.06,350.0
Albert Park,3,h,2000000.0,3206.0,1.0,211.0,147.0,1900.0,-37.847,144.9575,3206.0,100.0,162.06,350.0
Albert Park,3,h,1900000.0,3206.0,0.0,209.0,,1900.0,-37.8468,144.9546,3206.0,100.0,162.06,350.0
Albert Park,2,u,647000.0,3206.0,1.0,0.0,,,-37.846,144.9542,3206.0,100.0,162.06,350.0
Albert Park,3,h,2100000.0,3206.0,1.0,120.0,123.0,1900.0,-37.8427,144.9546,3206.0,100.0,162.06,350.0
Albert Park,3,h,2000000.0,3206.0,1.0,238.0,131.0,1890.0,-37.8461,144.9528,3206.0,100.0,162.06,350.0
Albert Park,1,u,442500.0,3206.0,0.0,0.0,34.0,1970.0,-37.8421,144.9517,3206.0,100.0,162.06,350.0
Albert Park,2,h,1340000.0,3206.0,0.0,136.0,,,-37.846,144.9517,3206.0,100.0,162.06,350.0
Albert Park,3,h,1801000.0,3206.0,1.0,202.0,,,-37.8429,144.9493,3206.0,100.0,162.06,350.0
Albert Park,3,h,1532000.0,3206.0,1.0,0.0,,,-37.8415,144.9585,3206.0,100.0,162.06,350.0
Albert Park,4,h,2140000.0,3206.0,1.0,183.0,145.0,1880.0,-37.8434,144.9495,3206.0,100.0,162.06,350.0
Albert Park,2,h,1750000.0,3206.0,1.0,162.0,,,-37.8416,144.9488,3206.0,100.0,162.06,350.0
Albert Park,2,h,980000.0,3206.0,0.0,79.0,68.0,1890.0,-37.8387,144.9519,3206.0,100.0,162.06,350.0
Albert Park,3,h,2030000.0,3206.0,0.0,152.0,,,-37.8488,144.9551,3206.0,100.0,162.06,350.0
Albert Park,3,h,1740000.0,3206.0,2.0,147.0,134.0,1890.0,-37.8448,144.9453,3206.0,100.0,162.06,350.0
Albert Park,1,h,985000.0,3206.0,0.0,81.0,54.0,1900.0,-37.8411,144.9497,3206.0,100.0,162.06,350.0
Alphington,3,h,1110000.0,3078.0,2.0,208.0,,2013.0,-37.7854,145.0325,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,1492000.0,3078.0,2.0,411.0,,,-37.7713,145.0279,3078.0,72.0,103.18055555555556,350.0
Alphington,4,h,1717500.0,3078.0,1.0,599.0,203.0,1925.0,-37.7717,145.031,3078.0,72.0,103.18055555555556,350.0
Alphington,2,u,525500.0,3078.0,1.0,88.0,60.0,1960.0,-37.7791,145.0306,3078.0,72.0,103.18055555555556,350.0
Alphington,2,t,805000.0,3078.0,3.0,155.0,140.0,2004.0,-37.7804,145.0308,3078.0,72.0,103.18055555555556,350.0
Alphington,2,u,465000.0,3078.0,1.0,0.0,,,-37.7773,145.0314,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,2000000.0,3078.0,2.0,686.0,,,-37.78,145.0341,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,1540000.0,3078.0,2.0,592.0,,,-37.7755,145.0288,3078.0,72.0,103.18055555555556,350.0
Alphington,2,u,820000.0,3078.0,1.0,183.0,,,-37.7747,145.0264,3078.0,72.0,103.18055555555556,350.0
Alphington,4,h,1830000.0,3078.0,2.0,606.0,112.0,1970.0,-37.7743,145.0316,3078.0,72.0,103.18055555555556,350.0
Alphington,4,h,2100000.0,3078.0,2.0,575.0,271.0,2008.0,-37.7723,145.0319,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,865000.0,3078.0,1.0,180.0,131.0,2010.0,-37.7802,145.0243,3078.0,72.0,103.18055555555556,350.0
Alphington,2,u,390000.0,3078.0,1.0,0.0,60.0,1960.0,-37.7773,145.0314,3078.0,72.0,103.18055555555556,350.0
Alphington,2,t,650000.0,3078.0,0.0,0.0,,,-37.7848,145.025,3078.0,72.0,103.18055555555556,350.0
Alphington,2,u,512000.0,3078.0,1.0,0.0,61.0,1965.0,-37.7805,145.0262,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,1165000.0,3078.0,2.0,979.0,,,-37.7792,145.029,3078.0,72.0,103.18055555555556,350.0
Alphington,4,h,1900000.0,3078.0,2.0,556.0,272.0,1930.0,-37.7844,145.0225,3078.0,72.0,103.18055555555556,350.0
Alphington,3,h,1485000.0,3078.0,0.0,597.0,,,-37.7781,145.0284,3078.0,72.0,103.18055555555556,350.0
Alphington,4,h,1950000.0,3078.0,3.0,589.0,210.0,1920.0,-37.7719,145.0309,3078.0,72.0,103.18055555555556,350.0
Altona,3,h,520000.0,3018.0,1.0,352.0,242.0,2015.0,-37.87,144.825,3018.0,37.0,85.62162162162163,251.0
Altona,2,t,720000.0,3018.0,2.0,292.0,125.0,2013.0,-37.8687,144.8197,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,1120000.0,3018.0,2.0,506.0,120.0,1930.0,-37.8693,144.8375,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,630000.0,3018.0,2.0,311.0,94.0,1955.0,-37.8702,144.8143,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,406000.0,3018.0,1.0,65.0,,,-37.8693,144.8171,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,660000.0,3018.0,1.0,602.0,123.0,1955.0,-37.8616,144.8116,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,683500.0,3018.0,1.0,530.0,,,-37.8594,144.817,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,580000.0,3018.0,1.0,225.0,93.0,1988.0,-37.8696,144.827,3018.0,37.0,85.62162162162163,251.0
Altona,3,t,800000.0,3018.0,2.0,280.0,,1997.0,-37.8734,144.8143,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,510000.0,3018.0,1.0,127.0,76.0,1990.0,-37.8686,144.8182,3018.0,37.0,85.62162162162163,251.0
Altona,4,h,1070000.0,3018.0,2.0,695.0,,,-37.8733,144.8147,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,425000.0,3018.0,2.0,115.0,57.0,1980.0,-37.871,144.8185,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,605000.0,3018.0,2.0,230.0,,,-37.8646,144.827,3018.0,37.0,85.62162162162163,251.0
Altona,3,t,705000.0,3018.0,2.0,197.0,152.0,,-37.8579,144.8181,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,391000.0,3018.0,1.0,0.0,65.0,1965.0,-37.8678,144.8384,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,440000.0,3018.0,1.0,0.0,,,-37.8659,144.83100000000005,3018.0,37.0,85.62162162162163,251.0
Altona,4,h,845000.0,3018.0,2.0,745.0,130.0,1950.0,-37.8658,144.8155,3018.0,37.0,85.62162162162163,251.0
Altona,3,t,743000.0,3018.0,2.0,211.0,176.0,,-37.8698,144.816,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,730000.0,3018.0,1.0,69.0,141.0,2014.0,-37.868,144.8286,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,620000.0,3018.0,1.0,168.0,,,-37.8676,144.8202,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,447000.0,3018.0,1.0,137.0,77.0,1990.0,-37.8655,144.8299,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,730000.0,3018.0,1.0,70.0,,,-37.868,144.8287,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,678000.0,3018.0,2.0,606.0,87.0,1950.0,-37.8608,144.8124,3018.0,37.0,85.62162162162163,251.0
Altona,2,u,580000.0,3018.0,1.0,175.0,76.0,2013.0,-37.8687,144.8268,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,712000.0,3018.0,2.0,363.0,,,-37.8674,144.8375,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,840000.0,3018.0,2.0,534.0,136.0,1965.0,-37.86,144.8245,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,980000.0,3018.0,2.0,724.0,,,-37.8672,144.817,3018.0,37.0,85.62162162162163,251.0
Altona,3,t,605100.0,3018.0,0.0,265.0,,,-37.8583,144.8172,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,880000.0,3018.0,1.0,577.0,,,-37.8699,144.8235,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,577000.0,3018.0,1.0,205.0,113.0,2007.0,-37.8684,144.815,3018.0,37.0,85.62162162162163,251.0
Altona,4,h,1030000.0,3018.0,0.0,797.0,,,-37.8663,144.8387,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,605000.0,3018.0,2.0,181.0,,,-37.8659,144.822,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,753000.0,3018.0,2.0,529.0,,,-37.8612,144.8247,3018.0,37.0,85.62162162162163,251.0
Altona,2,h,857000.0,3018.0,1.0,675.0,100.0,1950.0,-37.8653,144.8129,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,1500000.0,3018.0,1.0,929.0,,,-37.8651,144.832,3018.0,37.0,85.62162162162163,251.0
Altona,3,u,730000.0,3018.0,1.0,70.0,3.0,2014.0,-37.868,144.8285,3018.0,37.0,85.62162162162163,251.0
Altona,3,h,740000.0,3018.0,2.0,604.0,,,-37.8631,144.8195,3018.0,37.0,85.62162162162163,251.0
Altona,4,h,931000.0,3018.0,3.0,532.0,,1970.0,-37.8637,144.8365,3018.0,37.0,85.62162162162163,251.0
Altona,2,h,535600.0,3018.0,1.0,154.0,91.0,1996.0,-37.8646,144.8272,3018.0,37.0,85.62162162162163,251.0
Altona North,3,h,781000.0,3025.0,2.0,533.0,117.0,1970.0,-37.8291,144.835,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,750000.0,3025.0,3.0,554.0,,,-37.8449,144.85,3025.0,17.0,113.76470588235294,300.0
Altona North,2,t,421000.0,3025.0,1.0,77.0,77.0,2009.0,-37.8351,144.8529,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,1405000.0,3025.0,3.0,655.0,,,-37.8338,144.8562,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,683000.0,3025.0,2.0,534.0,167.0,1967.0,-37.8284,144.8355,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,623000.0,3025.0,3.0,540.0,,,-37.8267,144.8368,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,720000.0,3025.0,1.0,0.0,130.0,2012.0,-37.8379,144.8583,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,588000.0,3025.0,1.0,328.0,118.0,1970.0,-37.838,144.8555,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,710000.0,3025.0,3.0,540.0,116.0,1960.0,-37.8294,144.8378,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,700000.0,3025.0,3.0,554.0,,,-37.8449,144.85,3025.0,17.0,113.76470588235294,300.0
Altona North,2,t,640000.0,3025.0,1.0,252.0,,1965.0,-37.8397,144.8602,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,675000.0,3025.0,2.0,171.0,109.0,2012.0,-37.8337,144.8554,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,708000.0,3025.0,2.0,585.0,97.0,1960.0,-37.8258,144.8523,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,680000.0,3025.0,3.0,551.0,,,-37.8254,144.8514,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,770000.0,3025.0,3.0,602.0,603.0,,-37.8327,144.8451,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,923000.0,3025.0,2.0,740.0,,,-37.8269,144.8455,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,620000.0,3025.0,2.0,276.0,100.0,2010.0,-37.8262,144.8443,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,728500.0,3025.0,1.0,531.0,157.0,1960.0,-37.8277,144.8385,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,931000.0,3025.0,1.0,590.0,160.0,1950.0,-37.8382,144.8649,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,590000.0,3025.0,2.0,561.0,,,-37.8444,144.8491,3025.0,17.0,113.76470588235294,300.0
Altona North,2,h,610000.0,3025.0,2.0,691.0,,,-37.834,144.8553,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,815000.0,3025.0,3.0,555.0,130.0,1960.0,-37.8318,144.8388,3025.0,17.0,113.76470588235294,300.0
Altona North,4,h,970000.0,3025.0,2.0,708.0,,,-37.833,144.8494,3025.0,17.0,113.76470588235294,300.0
Altona North,4,h,760000.0,3025.0,3.0,668.0,,,-37.8262,144.8439,3025.0,17.0,113.76470588235294,300.0
Altona North,4,t,847500.0,3025.0,1.0,252.0,,,-37.8393,144.8568,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,700000.0,3025.0,1.0,557.0,,,-37.8441,144.8505,3025.0,17.0,113.76470588235294,300.0
Altona North,3,h,625000.0,3025.0,1.0,536.0,,,-37.8285,144.8351,3025.0,17.0,113.76470588235294,300.0
Armadale,2,u,599000.0,3143.0,1.0,0.0,76.0,1964.0,-37.8543,145.0262,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,550000.0,3143.0,0.0,861.0,,,-37.8539,145.0284,3143.0,63.0,119.19047619047619,310.0
Armadale,3,u,995000.0,3143.0,2.0,0.0,100.0,1998.0,-37.8552,145.016,3143.0,63.0,119.19047619047619,310.0
Armadale,3,t,1205000.0,3143.0,2.0,101.0,105.0,2000.0,-37.854,145.0135,3143.0,63.0,119.19047619047619,310.0
Armadale,3,h,1939000.0,3143.0,2.0,296.0,150.0,1889.0,-37.8614,145.0274,3143.0,63.0,119.19047619047619,310.0
Armadale,1,u,421500.0,3143.0,0.0,0.0,,,-37.853,145.0167,3143.0,63.0,119.19047619047619,310.0
Armadale,3,h,1870000.0,3143.0,1.0,217.0,116.0,1888.0,-37.8592,145.0182,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,678000.0,3143.0,2.0,0.0,,,-37.8538,145.0127,3143.0,63.0,119.19047619047619,310.0
Armadale,3,t,1918000.0,3143.0,2.0,0.0,165.0,1995.0,-37.8537,145.0267,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,660000.0,3143.0,1.0,0.0,,,-37.8619,145.0257,3143.0,63.0,119.19047619047619,310.0
Armadale,3,h,2050000.0,3143.0,1.0,205.0,116.0,1910.0,-37.8574,145.0281,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,700000.0,3143.0,2.0,0.0,,,-37.8552,145.016,3143.0,63.0,119.19047619047619,310.0
Armadale,3,u,735000.0,3143.0,1.0,2113.0,14.0,1970.0,-37.8543,145.0262,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,825000.0,3143.0,1.0,0.0,,,-37.8528,145.0268,3143.0,63.0,119.19047619047619,310.0
Armadale,3,t,1586000.0,3143.0,2.0,246.0,,,-37.8566,145.0116,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,645000.0,3143.0,1.0,0.0,,1960.0,-37.8596,145.0198,3143.0,63.0,119.19047619047619,310.0
Armadale,1,h,1435000.0,3143.0,1.0,144.0,107.0,1900.0,-37.8564,145.0228,3143.0,63.0,119.19047619047619,310.0
Armadale,1,u,400000.0,3143.0,1.0,0.0,,,-37.8605,145.0185,3143.0,63.0,119.19047619047619,310.0
Armadale,2,h,1780000.0,3143.0,2.0,0.0,,,-37.8537,145.0267,3143.0,63.0,119.19047619047619,310.0
Armadale,2,u,592500.0,3143.0,1.0,0.0,73.0,1970.0,-37.8574,145.0174,3143.0,63.0,119.19047619047619,310.0
Armadale,2,h,1210000.0,3143.0,0.0,249.0,96.0,1910.0,-37.8543,145.016,3143.0,63.0,119.19047619047619,310.0
Armadale,1,u,390000.0,3143.0,0.0,881.0,,,-37.8614,145.0222,3143.0,63.0,119.19047619047619,310.0
Armadale,3,h,1800000.0,3143.0,2.0,405.0,121.0,1910.0,-37.8545,145.0145,3143.0,63.0,119.19047619047619,310.0
